Year,Month,District,Temp_2m,Precip,MaxTemp_2m,MinTemp_2m,Humidity_2m,Pressure,WindSpeed_50m
2000,1,Kathmandu,9.266451612903223,0.89,16.70451612903226,4.582903225806452,2.477096774193549,84.09451612903226,2.213225806451613
2000,2,Kathmandu,9.134827586206898,1.36,16.620689655172413,3.712068965517241,2.516896551724138,83.96758620689656,2.501034482758621
2000,3,Kathmandu,14.473225806451614,3.08,22.11096774193548,8.293548387096775,2.4316129032258065,83.90096774193547,2.7887096774193547
2000,4,Kathmandu,20.670333333333332,5.75,28.268,13.678333333333336,3.884,83.69466666666668,3.0296666666666665
2000,5,Kathmandu,22.506451612903227,58.19,28.2083870967742,17.259999999999998,10.369677419354838,83.63903225806452,2.5751612903225807
2000,6,Kathmandu,22.116333333333333,158.44,26.599,18.28666666666667,14.385,83.443,2.494666666666667
2000,7,Kathmandu,,139.32999999999998,25.35225806451613,18.56483870967742,16.02774193548387,83.3958064516129,2.39
2000,8,Kathmandu,21.074838709677422,170.85,24.71516129032258,18.24322580645161,16.03516129032258,83.51774193548388,2.38
2000,9,Kathmandu,19.192,125.06,22.955,16.298666666666666,14.165333333333333,83.75566666666667,1.876
2000,10,Kathmandu,,,23.33,13.73032258064516,9.620322580645162,84.02258064516128,1.9396774193548387
2000,11,Kathmandu,13.648333333333332,2.5000000000000004,20.154666666666667,9.645333333333332,5.752,84.20133333333334,1.96
2000,12,Kathmandu,10.49967741935484,0.02,17.703548387096774,6.5280645161290325,3.1274193548387097,84.19322580645162,1.7496774193548388
2001,1,Kathmandu,8.963548387096774,0.3,16.5258064516129,4.499354838709677,2.5325806451612904,84.01516129032258,2.011290322580645
2001,2,Kathmandu,12.013214285714286,0.13,19.74142857142857,6.798928571428571,2.427142857142857,83.96642857142857,2.3682142857142856
2001,3,Kathmandu,15.59451612903226,5.0200000000000005,23.405806451612904,9.418709677419356,2.6903225806451614,83.99483870967742,2.8748387096774195
2001,4,Kathmandu,,6.09,27.48633333333333,13.194333333333333,4.421666666666667,83.903,3.122
2001,5,Kathmandu,22.265483870967746,42.45,28.09709677419355,16.89516129032258,10.22,83.59193548387097,2.589677419354839
2001,6,Kathmandu,22.807,73.03999999999999,27.929666666666662,18.63,14.07,83.36133333333333,2.553333333333333
2001,7,Kathmandu,22.74741935483871,160.68,27.330645161290324,19.14548387096774,15.73483870967742,83.41967741935484,2.4412903225806453
2001,8,Kathmandu,21.767419354838708,156.54,25.838387096774195,18.50548387096774,15.926451612903229,83.58032258064516,2.2912903225806454
2001,9,Kathmandu,19.47233333333333,118.26,23.308666666666667,16.582,14.194333333333333,83.83933333333333,1.744
2001,10,Kathmandu,17.37709677419355,21.47,22.475483870967743,13.755483870967742,10.474516129032258,84.10774193548387,1.8583870967741936
2001,11,Kathmandu,13.947333333333336,0.27,20.471,9.939,5.7156666666666665,84.32933333333334,1.877
2001,12,Kathmandu,9.953225806451613,0.0,16.812580645161294,6.018709677419356,3.37,84.39806451612904,1.7403225806451614
2002,1,Kathmandu,,12.1,15.576129032258065,4.550322580645162,3.4783870967741937,84.20870967741936,1.997741935483871
2002,2,Kathmandu,11.813214285714285,10.43,19.492142857142856,6.644285714285714,3.3464285714285715,84.31321428571428,2.3475
2002,3,Kathmandu,15.756774193548386,22.25,23.15516129032258,9.90483870967742,4.089354838709677,84.05290322580645,2.655806451612903
2002,4,Kathmandu,20.011666666666667,6.5,27.069,13.607,5.624,83.87733333333334,2.927333333333334
2002,5,Kathmandu,21.601290322580645,,27.616451612903223,16.202903225806452,9.953548387096774,83.60354838709678,2.6648387096774195
2002,6,Kathmandu,22.984666666666666,74.39,28.196666666666665,18.28933333333333,13.082,83.49133333333334,2.506333333333333
2002,7,Kathmandu,22.851612903225806,,27.42258064516129,19.181612903225805,14.528709677419354,83.3558064516129,2.413548387096774
2002,8,Kathmandu,21.666129032258063,76.39,26.131612903225808,18.270967741935483,15.277096774193549,83.57935483870968,2.355161290322581
2002,9,Kathmandu,20.392,54.98,25.554,16.61766666666667,12.839333333333334,83.91233333333334,2.062333333333333
2002,10,Kathmandu,17.37741935483871,21.45,23.344516129032257,13.056451612903226,8.630645161290323,84.15387096774194,1.936774193548387
2002,11,Kathmandu,14.221666666666666,0.1,21.11133333333333,9.779666666666666,5.041666666666667,84.25566666666667,1.9243333333333328
2002,12,Kathmandu,10.396774193548389,10.69,17.52709677419355,6.216774193548387,3.3280645161290323,84.24,1.8229032258064517
2003,1,Kathmandu,8.814838709677419,5.32,16.441935483870967,4.119677419354838,2.7235483870967743,84.29193548387097,2.0006451612903224
2003,2,Kathmandu,10.146785714285716,44.05,17.202142857142857,5.194642857142857,4.165,84.17642857142857,2.3464285714285715
2003,3,Kathmandu,14.33516129032258,2.37,21.524193548387096,8.619354838709677,4.680322580645162,84.04451612903226,2.6025806451612907
2003,4,Kathmandu,20.518,6.330000000000001,27.802,13.898,4.721666666666667,83.93933333333332,2.743666666666667
2003,5,Kathmandu,21.906129032258065,,28.655161290322575,15.218387096774192,6.451935483870967,83.68709677419355,2.8506451612903225
2003,6,Kathmandu,23.263666666666666,87.56,28.506,18.718,12.037333333333333,83.35233333333333,2.642333333333333
2003,7,Kathmandu,21.883225806451613,153.21,26.03838709677419,18.56967741935484,15.684193548387096,83.5667741935484,2.462258064516129
2003,8,Kathmandu,21.89548387096774,81.56,26.046774193548387,18.60225806451613,15.887741935483872,83.60225806451614,2.327741935483871
2003,9,Kathmandu,20.66633333333333,49.48,24.946666666666665,17.50766666666667,14.381333333333334,83.799,2.036666666666666
